t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
954000 5.0 10.0 8.0 0.0 7.0 0.0 4.0 7.0 11.0 2.0 9.0 16.0 21.0 18.0 0.0 4.0 0.0 1.0 0.0 0.0 1.0 1.5 1.875 0.354
955000 19.0 52.0 50.0 32.0 33.0 9.0 70.0 53.0 110.0 36.0 32.0 70.0 109.0 112.0 17.0 40.0 37.0 25.0 3.0 27.0 47.0 3.40625 5.03515625 0.298
956000 13.0 31.0 29.0 20.0 21.0 7.0 39.0 30.0 58.0 20.0 23.0 46.0 60.0 47.0 9.0 23.0 21.0 16.0 2.0 10.0 14.0 3.21875 4.00390625 0.338
957000 13.0 33.0 29.0 17.0 20.0 5.0 42.0 35.0 64.0 19.0 21.0 46.0 70.0 61.0 5.0 28.0 19.0 15.0 1.0 10.0 18.0 3.21875 4.62890625 0.332
958000 20.0 54.0 51.0 31.0 35.0 10.0 69.0 58.0 113.0 35.0 33.0 66.0 117.0 109.0 12.0 43.0 38.0 25.0 3.0 29.0 43.0 4.0 5.47265625 0.329
959000 16.0 36.0 32.0 12.0 20.0 2.0 42.0 36.0 63.0 19.0 26.0 53.0 87.0 60.0 4.0 29.0 20.0 15.0 0.0 11.0 15.0 4.96875 6.12890625 0.342
960000 19.0 48.0 45.0 24.0 30.0 6.0 62.0 47.0 96.0 29.0 31.0 63.0 103.0 91.0 7.0 36.0 31.0 20.0 1.0 17.0 34.0 4.21875 5.97265625 0.301
961000 13.0 28.0 27.0 12.0 20.0 4.0 37.0 21.0 48.0 17.0 23.0 44.0 55.0 49.0 6.0 18.0 15.0 13.0 1.0 7.0 10.0 3.5 4.50390625 0.344
962000 21.0 61.0 53.0 36.0 33.0 8.0 76.0 69.0 133.0 40.0 35.0 66.0 136.0 101.0 16.0 49.0 34.0 26.0 2.0 29.0 50.0 3.5 6.19140625 0.356
963000 14.0 34.0 29.0 13.0 18.0 3.0 41.0 37.0 65.0 18.0 24.0 48.0 77.0 53.0 3.0 29.0 18.0 13.0 0.0 12.0 15.0 4.09375 5.37890625 0.329
964000 15.0 32.0 36.0 27.0 23.0 9.0 57.0 25.0 69.0 25.0 24.0 58.0 58.0 78.0 20.0 24.0 28.0 14.0 3.0 20.0 33.0 4.375 5.34765625 0.317
965000 19.0 48.0 47.0 32.0 30.0 9.0 66.0 48.0 101.0 37.0 31.0 71.0 97.0 96.0 25.0 41.0 38.0 24.0 5.0 24.0 39.0 4.46875 5.84765625 0.294
966000 19.0 51.0 49.0 36.0 31.0 10.0 71.0 54.0 116.0 36.0 31.0 64.0 110.0 98.0 17.0 40.0 34.0 21.0 2.0 31.0 51.0 4.03125 5.66015625 0.348
967000 22.0 53.0 50.0 35.0 33.0 10.0 67.0 52.0 106.0 36.0 37.0 78.0 112.0 106.0 18.0 40.0 34.0 22.0 2.0 26.0 49.0 5.65625 7.41015625 0.307
968000 21.0 53.0 51.0 44.0 35.0 15.0 67.0 54.0 107.0 37.0 34.0 75.0 110.0 108.0 30.0 42.0 36.0 23.0 6.0 33.0 55.0 4.75 6.09765625 0.331
969000 16.0 39.0 33.0 18.0 23.0 5.0 48.0 45.0 78.0 23.0 26.0 50.0 85.0 59.0 6.0 34.0 21.0 16.0 1.0 10.0 20.0 4.75 6.56640625 0.377
970000 15.0 40.0 38.0 24.0 22.0 5.0 58.0 41.0 85.0 28.0 24.0 55.0 85.0 70.0 18.0 32.0 29.0 15.0 2.0 18.0 28.0 2.96875 4.59765625 0.357
971000 13.0 32.0 32.0 18.0 20.0 5.0 48.0 28.0 66.0 20.0 23.0 48.0 68.0 70.0 12.0 25.0 25.0 14.0 3.0 12.0 25.0 2.8125 4.06640625 0.354
972000 24.0 65.0 57.0 35.0 40.0 10.0 72.0 69.0 130.0 39.0 41.0 75.0 130.0 99.0 9.0 48.0 35.0 26.0 1.0 25.0 45.0 4.625 7.03515625 0.323
973000 32.0 81.0 83.0 71.0 52.0 21.0 114.0 84.0 183.0 62.0 54.0 102.0 173.0 178.0 49.0 60.0 63.0 42.0 10.0 76.0 95.0 7.5625 8.94140625 0.392
974000 16.0 34.0 37.0 16.0 25.0 5.0 51.0 25.0 65.0 25.0 25.0 59.0 61.0 78.0 6.0 26.0 28.0 17.0 1.0 13.0 24.0 4.5 5.31640625 0.352
975000 17.0 40.0 42.0 25.0 25.0 7.0 64.0 41.0 95.0 26.0 28.0 61.0 87.0 86.0 5.0 29.0 29.0 15.0 0.0 25.0 28.0 4.96875 5.84765625 0.347
976000 18.0 43.0 43.0 26.0 27.0 8.0 60.0 42.0 91.0 23.0 29.0 58.0 90.0 76.0 6.0 30.0 27.0 15.0 1.0 19.0 23.0 4.71875 5.59765625 0.341
977000 23.0 58.0 50.0 33.0 34.0 10.0 61.0 64.0 110.0 34.0 39.0 79.0 126.0 106.0 16.0 47.0 33.0 24.0 4.0 25.0 49.0 6.0625 7.75390625 0.345
978000 18.0 44.0 45.0 22.0 30.0 7.0 67.0 43.0 98.0 32.0 30.0 61.0 90.0 88.0 3.0 35.0 30.0 23.0 0.0 18.0 21.0 4.46875 5.69140625 0.381
979000 11.0 27.0 30.0 14.0 16.0 3.0 53.0 24.0 65.0 18.0 19.0 43.0 55.0 57.0 6.0 19.0 26.0 10.0 0.0 12.0 15.0 2.4375 3.47265625 0.341
980000 13.0 34.0 33.0 17.0 19.0 3.0 53.0 37.0 78.0 22.0 19.0 47.0 73.0 71.0 4.0 27.0 24.0 13.0 0.0 11.0 23.0 3.09375 4.28515625 0.328
981000 15.0 41.0 37.0 14.0 24.0 2.0 53.0 42.0 82.0 24.0 23.0 50.0 87.0 75.0 2.0 33.0 25.0 18.0 0.0 8.0 18.0 2.71875 4.41015625 0.278
982000 13.0 33.0 34.0 18.0 20.0 4.0 50.0 28.0 69.0 23.0 21.0 49.0 68.0 69.0 5.0 25.0 27.0 14.0 0.0 13.0 26.0 2.4375 3.56640625 0.348
983000 15.0 40.0 32.0 18.0 23.0 5.0 42.0 44.0 72.0 20.0 25.0 49.0 90.0 63.0 7.0 32.0 17.0 14.0 1.0 13.0 27.0 3.125 5.12890625 0.358
984000 17.0 40.0 34.0 22.0 25.0 7.0 42.0 43.0 73.0 23.0 31.0 55.0 91.0 58.0 7.0 31.0 19.0 18.0 1.0 16.0 25.0 4.875 6.12890625 0.332
985000 13.0 31.0 30.0 12.0 22.0 4.0 48.0 26.0 59.0 20.0 22.0 46.0 55.0 54.0 2.0 24.0 22.0 15.0 0.0 5.0 9.0 2.9375 4.59765625 0.366
986000 22.0 62.0 59.0 52.0 39.0 16.0 79.0 67.0 134.0 47.0 37.0 76.0 134.0 121.0 34.0 51.0 43.0 29.0 6.0 46.0 70.0 3.8125 5.41015625 0.327
987000 17.0 39.0 37.0 23.0 25.0 7.0 52.0 37.0 75.0 23.0 28.0 60.0 78.0 68.0 4.0 28.0 23.0 15.0 0.0 12.0 21.0 4.71875 6.16015625 0.335
988000 15.0 39.0 37.0 20.0 21.0 3.0 51.0 41.0 79.0 29.0 24.0 51.0 82.0 72.0 8.0 34.0 30.0 17.0 0.0 14.0 21.0 3.46875 4.31640625 0.35
989000 16.0 32.0 28.0 14.0 20.0 5.0 37.0 25.0 50.0 15.0 29.0 57.0 66.0 45.0 2.0 23.0 18.0 13.0 0.0 8.0 10.0 5.1875 7.00390625 0.363
990000 21.0 50.0 51.0 36.0 34.0 13.0 74.0 48.0 107.0 41.0 34.0 74.0 104.0 119.0 26.0 43.0 41.0 30.0 5.0 33.0 47.0 5.59375 7.00390625 0.387
991000 18.0 38.0 41.0 28.0 25.0 8.0 59.0 30.0 79.0 26.0 29.0 65.0 74.0 79.0 17.0 25.0 30.0 14.0 2.0 20.0 32.0 5.3125 6.34765625 0.345
992000 23.0 53.0 52.0 33.0 33.0 9.0 66.0 49.0 101.0 37.0 37.0 77.0 106.0 97.0 18.0 41.0 39.0 23.0 2.0 25.0 42.0 6.34375 7.47265625 0.375
993000 13.0 27.0 25.0 17.0 18.0 6.0 38.0 21.0 45.0 17.0 24.0 49.0 55.0 53.0 12.0 23.0 17.0 13.0 3.0 10.0 17.0 4.0 5.62890625 0.36
994000 18.0 49.0 48.0 32.0 30.0 10.0 73.0 55.0 115.0 33.0 27.0 60.0 104.0 91.0 14.0 39.0 35.0 23.0 3.0 24.0 29.0 3.6875 5.06640625 0.361
995000 16.0 44.0 45.0 28.0 26.0 7.0 70.0 46.0 105.0 33.0 24.0 57.0 92.0 93.0 16.0 34.0 35.0 21.0 2.0 22.0 32.0 2.90625 4.12890625 0.336
996000 20.0 50.0 50.0 34.0 30.0 9.0 73.0 53.0 105.0 36.0 31.0 67.0 115.0 112.0 23.0 41.0 40.0 23.0 3.0 34.0 45.0 5.0 6.25390625 0.352
997000 16.0 45.0 46.0 28.0 26.0 7.0 72.0 54.0 111.0 29.0 26.0 51.0 105.0 103.0 14.0 31.0 36.0 22.0 3.0 32.0 33.0 3.25 3.81640625 0.372
998000 13.0 33.0 29.0 10.0 17.0 1.0 47.0 36.0 69.0 19.0 21.0 45.0 73.0 55.0 1.0 28.0 22.0 14.0 0.0 7.0 11.0 3.34375 5.03515625 0.347
999000 20.0 47.0 49.0 30.0 35.0 11.0 69.0 43.0 94.0 38.0 31.0 69.0 90.0 104.0 22.0 39.0 38.0 26.0 5.0 28.0 35.0 5.15625 6.28515625 0.375
1000000 12.0 32.0 25.0 15.0 15.0 4.0 39.0 40.0 66.0 15.0 20.0 43.0 78.0 44.0 6.0 28.0 16.0 10.0 1.0 12.0 13.0 3.125 4.87890625 0.328
1001000 23.0 57.0 60.0 38.0 36.0 10.0 82.0 55.0 124.0 44.0 37.0 77.0 117.0 126.0 20.0 43.0 48.0 28.0 2.0 33.0 57.0 5.40625 6.06640625 0.341
1002000 17.0 44.0 40.0 23.0 26.0 6.0 54.0 48.0 89.0 27.0 28.0 60.0 101.0 89.0 7.0 36.0 27.0 18.0 1.0 21.0 34.0 4.0 5.44140625 0.336
1003000 18.0 48.0 46.0 33.0 29.0 9.0 67.0 50.0 107.0 31.0 31.0 64.0 101.0 90.0 12.0 35.0 30.0 17.0 1.0 26.0 45.0 3.65625 5.28515625 0.329
1004000 22.0 47.0 46.0 33.0 32.0 12.0 59.0 34.0 79.0 28.0 37.0 74.0 90.0 88.0 20.0 30.0 29.0 17.0 3.0 20.0 35.0 5.875 7.84765625 0.328
1005000 23.0 61.0 58.0 41.0 35.0 11.0 84.0 68.0 136.0 39.0 38.0 73.0 138.0 125.0 27.0 48.0 43.0 30.0 7.0 44.0 54.0 5.25 7.03515625 0.367
1006000 24.0 53.0 51.0 35.0 34.0 10.0 67.0 48.0 101.0 36.0 38.0 78.0 114.0 104.0 21.0 40.0 36.0 24.0 3.0 27.0 46.0 7.09375 8.91015625 0.327
1007000 21.0 59.0 50.0 40.0 33.0 12.0 57.0 66.0 121.0 40.0 35.0 68.0 133.0 101.0 21.0 46.0 34.0 26.0 5.0 30.0 56.0 3.875 6.09375 0.347
1008000 23.0 55.0 49.0 31.0 33.0 9.0 60.0 58.0 103.0 34.0 38.0 75.0 115.0 84.0 10.0 46.0 34.0 24.0 2.0 23.0 32.0 6.5 8.00390625 0.338
1009000 15.0 39.0 36.0 17.0 22.0 3.0 52.0 41.0 80.0 28.0 23.0 55.0 86.0 76.0 7.0 35.0 29.0 20.0 1.0 11.0 22.0 3.46875 4.94140625 0.326
1010000 14.0 31.0 29.0 13.0 19.0 4.0 45.0 26.0 58.0 17.0 23.0 50.0 69.0 57.0 2.0 22.0 20.0 12.0 0.0 6.0 13.0 3.9375 5.66015625 0.293
